1714.818359	289.306244
1713.839844	253.048584
1712.861328	146.782730
1711.882813	51.843002
1710.903320	12.392923
1709.924805	-50.071384
1708.945313	-118.317268
1707.965820	11.014794
1706.985352	-49.206070
1706.005859	-34.378979
1705.025391	-44.888618
1704.044922	-61.137478
1703.064453	-75.762703
1702.083984	-32.463936
1701.103516	-19.339380
1700.122070	0.353133
1699.140625	-27.193674
1698.159180	-31.024973
1697.177734	-13.583523
1696.195313	17.814064
1695.212891	-117.664513
1694.230469	-21.672348
1693.248047	-55.841106
1692.265625	-44.242096
1691.282227	-23.502163
1690.299805	18.578085
1689.316406	60.053238
1688.333008	30.169977
1687.348633	38.776733
1686.365234	15.120913
1685.380859	39.724106
1684.396484	-2.021887
1683.412109	45.945705
1682.426758	47.116360
1681.441406	3.968323
1680.457031	31.038309
1679.471680	108.821472
1678.485352	79.024101
1677.500000	29.369783
1676.513672	37.780792
1675.527344	48.265347
1674.541016	-29.182890
1673.554688	34.166008
1672.567383	72.863960
1671.581055	89.375359
1670.593750	42.403286
1669.606445	55.961319
1668.618164	69.277794
1667.630859	48.359268
1666.642578	32.106285
1665.654297	5.963590
1664.666016	62.218708
1663.676758	91.598877
1662.688477	55.310432
1661.699219	43.187767
1660.709961	26.123688
1659.720703	59.924995
1658.730469	18.476576
1657.740234	13.371049
1656.750977	-30.536968
1655.759766	46.735096
1654.769531	46.444565
1653.779297	0.130559
1652.788086	7.120234
1651.796875	23.797800
1650.805664	62.262951
1649.814453	16.003696
1648.822266	27.847773
1647.830078	90.504143
1646.837891	-35.532181
1645.845703	-16.399282
1644.853516	-26.277367
1643.860352	-4.714118
1642.867188	-21.816423
1641.874023	2.182591
1640.880859	-31.794003
1639.886719	-12.602654
1638.893555	1.771411
1637.899414	28.228443
1636.905273	-34.619305
1635.910156	-29.846815
1634.916016	-63.657990
1633.920898	-27.474722
1632.925781	-12.989101
1631.930664	-34.654644
1630.935547	-68.339043
1629.939453	-12.800292
1628.943359	-80.159233
1627.947266	-111.319992
1626.951172	18.956427
1625.954102	-9.743307
1624.958008	-4.686375
1623.960938	-33.302643
1622.963867	39.215466
1621.966797	-59.111069
1620.968750	-8.199419
1619.970703	-14.999004
1618.972656	-9.732555
1617.974609	-33.280090
1616.976563	-1.488665
1615.977539	-3.316387
1614.978516	6.914028
1613.979492	24.391472
1612.980469	-30.147062
1611.981445	-10.176013
1610.981445	50.646614
1609.981445	-6.122296
1608.981445	9.176251
1607.981445	38.914867
1606.980469	73.489212
1605.980469	-16.607513
1604.979492	-22.691294
1603.977539	31.213436
1602.976563	46.804386
1601.974609	14.519818
1600.973633	-22.483555
1599.971680	-42.646030
1598.968750	11.497355
1597.966797	13.006773
1596.963867	-11.754361
1595.960938	-24.479389
1594.958008	41.817326
1593.955078	-18.650801
1592.951172	11.840653
1591.948242	8.886818
1590.944336	-13.150986
1589.940430	-20.801073
1588.935547	38.497662
1587.930664	26.124403
1586.926758	35.281101
1585.921875	-0.920244
1584.916016	34.543392
1583.911133	74.781273
1582.905273	-6.708760
1581.899414	74.104294
1580.893555	-31.197777
1579.887695	11.426296
1578.880859	63.566879
1577.874023	75.146286
1576.867188	36.651699
1575.860352	-28.057152
1574.853516	31.141066
1573.845703	25.972366
1572.837891	32.687229
1571.830078	15.556755
1570.822266	43.631462
1569.813477	21.672134
1568.804688	-31.255718
1567.795898	8.579569
1566.787109	93.542465
1565.778320	38.104748
1564.768555	44.451008
1563.758789	64.995834
1562.749023	-16.729069
1561.739258	17.942026
1560.729492	33.520065
1559.718750	46.638512
1558.708008	7.428433
1557.697266	77.359749
1556.685547	121.061760
1555.674805	79.221306
1554.663086	87.125488
1553.651367	42.739395
1552.639648	7.753874
1551.626953	-13.100114
1550.614258	32.319054
1549.602539	-5.349133
1548.588867	9.005738
1547.576172	-12.304284
1546.562500	-24.261276
1545.549805	13.386579
1544.536133	8.263639
1543.521484	-1.734211
1542.507813	-18.969131
1541.493164	-41.079788
1540.478516	-39.677658
1539.463867	-12.416530
1538.449219	-42.075333
1537.433594	-43.510700
1536.417969	-2.550054
1535.402344	-51.545147
1534.386719	-36.866764
1533.371094	13.106366
1532.354492	20.422415
1531.337891	-31.408297
1530.321289	-12.512154
1529.304688	-10.249434
1528.287109	-3.372024
1527.269531	-15.462646
1526.251953	-11.124965
1525.234375	-21.017454
1524.216797	11.455682
1523.198242	-45.724388
1522.179688	7.814768
1521.161133	-2.336408
1520.142578	27.511652
1519.123047	12.554066
1518.103516	-21.269474
1517.083984	8.449609
1516.064453	-53.654030
1515.044922	-19.275574
1514.024414	-15.510255
1513.003906	-63.494999
1511.983398	43.741051
1510.962891	21.635172
1509.941406	23.053011
1508.919922	69.140869
1507.898438	49.451038
1506.876953	41.548264
1505.855469	83.007172
1504.833008	4.743424
1503.810547	102.626472
1502.788086	139.506119
1501.764648	45.029305
1500.742188	150.076981
1499.718750	262.190216
1498.695313	311.027191
1497.671875	287.257263
1496.647461	371.413330
1495.624023	427.521179
1494.599609	589.144958
1493.574219	645.403503
1492.549805	725.186035
1491.524414	940.865051
1490.500000	931.863159
1489.474609	1037.687134
1488.448242	1127.233765
1487.422852	1160.756470
1486.396484	1229.509399
1485.370117	1179.144165
1484.343750	1250.549927
1483.316406	1261.333496
1482.290039	1136.764404
1481.262695	1204.030029
1480.235352	1229.423340
1479.208008	1222.313477
1478.179688	1255.097168
1477.151367	1185.347900
1476.123047	1297.863403
1475.094727	1487.519043
1474.066406	1560.629517
1473.037109	1531.260254
1472.007813	1597.684204
1470.978516	1822.783691
1469.948242	2024.641235
1468.918945	2172.973633
1467.888672	2526.427734
1466.858398	2551.438721
1465.828125	2774.540771
1464.796875	3023.302002
1463.765625	3232.520996
1462.735352	3323.086670
1461.703125	3523.108398
1460.671875	3557.995850
1459.639648	3672.069824
1458.607422	3811.791016
1457.575195	3867.868408
1456.542969	4014.679688
1455.509766	3957.033203
1454.477539	4196.898926
1453.444336	4185.888672
1452.410156	4240.001953
1451.376953	4498.497559
1450.342773	4346.086914
1449.308594	4163.647949
1448.274414	4125.221680
1447.240234	4126.317383
1446.205078	3893.225098
1445.169922	3776.235352
1444.134766	3515.613525
